Year,Month,Segment,Region,KPI,Value Type,Value
2021,4,Customers,Ujjain,Lv4_Visitors,Actuals,0.09666
2021,4,Customers,Dehradun,Lv4_Visitors,Actuals,0.07984
2021,4,Customers,Aurangabad,Lv1_Visitors,Actuals,0.07409
2021,4,Customers,Aurangabad,Lv3_Visitors,Actuals,0.06542
2021,4,Customers,Faridabad,Lv5_Visitors,Actuals,0.06243
2021,4,Customers,Aurangabad,Lv2_Visitors,Actuals,0.05338
2021,4,Customers,Ujjain,Lv5_Visitors,Actuals,0.03854
2021,4,Customers,Dehradun,Lv5_Visitors,Actuals,0.03521
2021,4,Customers,Aurangabad,Lv4_Visitors,Actuals,0.02531
2021,4,Customers,Aurangabad,Lv5_Visitors,Actuals,0.01032
2022,4,Customers,India,Lv1_Visitors,Actuals,4.72128
2022,4,Customers,India,Lv2_Visitors,Actuals,3.32458
2022,4,Customers,India,Lv3_Visitors,Actuals,2.17902
2022,4,Customers,Uddepy,Lv1_Visitors,Actuals,0.97503
2022,4,Customers,India,Lv4_Visitors,Actuals,0.76645
2022,4,Customers,Uddepy,Lv2_Visitors,Actuals,0.5608
2022,4,Customers,Uddepy,Lv3_Visitors,Actuals,0.42747
2022,4,Customers,Faridabad,Lv1_Visitors,Actuals,0.25257
2022,4,Customers,Dehradun,Lv1_Visitors,Actuals,0.23578
2022,4,Customers,Ujjain,Lv1_Visitors,Actuals,0.218
2022,4,Customers,Uddepy,Lv4_Visitors,Actuals,0.1854
2022,4,Customers,India,Lv5_Visitors,Actuals,0.17271
2022,4,Customers,Faridabad,Lv2_Visitors,Actuals,0.17172
2022,4,Customers,Dehradun,Lv2_Visitors,Actuals,0.1582
2022,4,Customers,Faridabad,Lv3_Visitors,Actuals,0.14053
2022,4,Customers,Ujjain,Lv2_Visitors,Actuals,0.13483
2022,4,Customers,Dehradun,Lv3_Visitors,Actuals,0.09171
2022,4,Customers,Ujjain,Lv3_Visitors,Actuals,0.08469
2022,4,Customers,Uddepy,Lv5_Visitors,Actuals,0.06462
2022,4,Customers,Aurangabad,Lv1_Visitors,Actuals,0.06379
2022,4,Customers,Faridabad,Lv4_Visitors,Actuals,0.04553
2022,4,Customers,Aurangabad,Lv2_Visitors,Actuals,0.04183
2022,4,Customers,Ujjain,Lv4_Visitors,Actuals,0.03145
2022,4,Customers,Aurangabad,Lv3_Visitors,Actuals,0.03053
2022,4,Customers,Dehradun,Lv4_Visitors,Actuals,0.02822
2022,4,Customers,Aurangabad,Lv4_Visitors,Actuals,0.01216
2022,4,Customers,Dehradun,Lv5_Visitors,Actuals,0.01117
2022,4,Customers,Faridabad,Lv5_Visitors,Actuals,0.01049
2022,4,Customers,Ujjain,Lv5_Visitors,Actuals,0.00988
2022,4,Customers,Aurangabad,Lv5_Visitors,Actuals,0.0049
2020,3,Customers,India,Lv1_Visitors,Actuals,5.18074
2020,3,Customers,India,Lv3_Visitors,Actuals,5.06752
2020,3,Customers,India,Lv2_Visitors,Actuals,4.13482
2020,3,Customers,India,Lv4_Visitors,Actuals,2.2381
2020,3,Customers,Uddepy,Lv3_Visitors,Actuals,1.04662
2020,3,Customers,Uddepy,Lv1_Visitors,Actuals,0.97626
2020,3,Customers,Uddepy,Lv2_Visitors,Actuals,0.71323
2020,3,Customers,India,Lv5_Visitors,Actuals,0.54447
2020,3,Customers,Uddepy,Lv4_Visitors,Actuals,0.46068
2020,3,Customers,Dehradun,Lv1_Visitors,Actuals,0.33394
2020,3,Customers,Dehradun,Lv3_Visitors,Actuals,0.30583
2020,3,Customers,Ujjain,Lv1_Visitors,Actuals,0.28233
2020,3,Customers,Ujjain,Lv3_Visitors,Actuals,0.27495
2020,3,Customers,Dehradun,Lv2_Visitors,Actuals,0.24084
2020,3,Customers,Ujjain,Lv2_Visitors,Actuals,0.21527
2020,3,Customers,Faridabad,Lv3_Visitors,Actuals,0.19981
2020,3,Customers,Uddepy,Lv5_Visitors,Actuals,0.15527
2020,3,Customers,Faridabad,Lv1_Visitors,Actuals,0.15489
2020,3,Customers,Faridabad,Lv2_Visitors,Actuals,0.13902
2020,3,Customers,Ujjain,Lv4_Visitors,Actuals,0.11417
2020,3,Customers,Dehradun,Lv4_Visitors,Actuals,0.10855
2020,3,Customers,Faridabad,Lv4_Visitors,Actuals,0.09446
2020,3,Customers,Aurangabad,Lv1_Visitors,Actuals,0.0766
2020,3,Customers,Aurangabad,Lv3_Visitors,Actuals,0.07194
2020,3,Customers,Dehradun,Lv5_Visitors,Actuals,0.05186
2020,3,Customers,Aurangabad,Lv2_Visitors,Actuals,0.05007
2020,3,Customers,Ujjain,Lv5_Visitors,Actuals,0.0406
2020,3,Customers,Faridabad,Lv5_Visitors,Actuals,0.02949
2020,3,Customers,Aurangabad,Lv4_Visitors,Actuals,0.02235
2020,3,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00942
2021,3,Customers,India,Lv1_Visitors,Actuals,7.85903
2021,3,Customers,India,Lv2_Visitors,Actuals,6.48832
2021,3,Customers,India,Lv3_Visitors,Actuals,6.37409
2021,3,Customers,India,Lv4_Visitors,Actuals,2.94676
2021,3,Customers,Uddepy,Lv1_Visitors,Actuals,1.18728
2021,3,Customers,Uddepy,Lv3_Visitors,Actuals,0.9563
2021,3,Customers,Uddepy,Lv2_Visitors,Actuals,0.92883
2021,3,Customers,India,Lv5_Visitors,Actuals,0.86465
2021,3,Customers,Uddepy,Lv4_Visitors,Actuals,0.45909
2021,3,Customers,Faridabad,Lv1_Visitors,Actuals,0.4108
2021,3,Customers,Dehradun,Lv1_Visitors,Actuals,0.40998
2021,3,Customers,Ujjain,Lv1_Visitors,Actuals,0.38575
2021,3,Customers,Faridabad,Lv3_Visitors,Actuals,0.38476
2021,3,Customers,Faridabad,Lv2_Visitors,Actuals,0.35243
2021,3,Customers,Ujjain,Lv3_Visitors,Actuals,0.32802
2021,3,Customers,Dehradun,Lv2_Visitors,Actuals,0.31428
2021,3,Customers,Ujjain,Lv2_Visitors,Actuals,0.30287
2021,3,Customers,Dehradun,Lv3_Visitors,Actuals,0.29002
2021,3,Customers,Faridabad,Lv4_Visitors,Actuals,0.2131
2021,3,Customers,Ujjain,Lv4_Visitors,Actuals,0.1732
2021,3,Customers,Uddepy,Lv5_Visitors,Actuals,0.16903
2021,3,Customers,Dehradun,Lv4_Visitors,Actuals,0.1324
2021,3,Customers,Aurangabad,Lv1_Visitors,Actuals,0.11162
2021,3,Customers,Aurangabad,Lv3_Visitors,Actuals,0.0905
2021,3,Customers,Faridabad,Lv5_Visitors,Actuals,0.08543
2021,3,Customers,Aurangabad,Lv2_Visitors,Actuals,0.08459
2021,3,Customers,Ujjain,Lv5_Visitors,Actuals,0.07807
2021,3,Customers,Dehradun,Lv5_Visitors,Actuals,0.06608
2021,3,Customers,Aurangabad,Lv4_Visitors,Actuals,0.04108
2021,3,Customers,Aurangabad,Lv5_Visitors,Actuals,0.0176
2022,3,Customers,India,Lv1_Visitors,Actuals,5.78083
2022,3,Customers,India,Lv2_Visitors,Actuals,4.00451
2022,3,Customers,India,Lv3_Visitors,Actuals,2.54235
2022,3,Customers,Uddepy,Lv1_Visitors,Actuals,1.05943
2022,3,Customers,India,Lv4_Visitors,Actuals,0.91699
2022,3,Customers,Uddepy,Lv2_Visitors,Actuals,0.60996
2022,3,Customers,Uddepy,Lv3_Visitors,Actuals,0.44826
2022,3,Customers,Faridabad,Lv1_Visitors,Actuals,0.43481
2022,3,Customers,Dehradun,Lv1_Visitors,Actuals,0.36744
2022,3,Customers,Ujjain,Lv1_Visitors,Actuals,0.31045
2022,3,Customers,Faridabad,Lv2_Visitors,Actuals,0.29707
2022,3,Customers,Faridabad,Lv3_Visitors,Actuals,0.23095
2022,3,Customers,Dehradun,Lv2_Visitors,Actuals,0.22455
2022,3,Customers,Uddepy,Lv4_Visitors,Actuals,0.21724
2022,3,Customers,India,Lv5_Visitors,Actuals,0.20266
2022,3,Customers,Ujjain,Lv2_Visitors,Actuals,0.17745
2022,3,Customers,Ujjain,Lv3_Visitors,Actuals,0.10658
2022,3,Customers,Dehradun,Lv3_Visitors,Actuals,0.09977
2022,3,Customers,Aurangabad,Lv1_Visitors,Actuals,0.07492
2022,3,Customers,Uddepy,Lv5_Visitors,Actuals,0.0711
2022,3,Customers,Faridabad,Lv4_Visitors,Actuals,0.05967
2022,3,Customers,Aurangabad,Lv2_Visitors,Actuals,0.04721
2022,3,Customers,Aurangabad,Lv3_Visitors,Actuals,0.03627
2022,3,Customers,Ujjain,Lv4_Visitors,Actuals,0.03172
2022,3,Customers,Dehradun,Lv4_Visitors,Actuals,0.02913
2022,3,Customers,Faridabad,Lv5_Visitors,Actuals,0.01524
2022,3,Customers,Aurangabad,Lv4_Visitors,Actuals,0.01381
2022,3,Customers,Dehradun,Lv5_Visitors,Actuals,0.01231
2022,3,Customers,Ujjain,Lv5_Visitors,Actuals,0.01065
2022,3,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00487
2020,2,Customers,India,Lv1_Visitors,Actuals,4.61165
2020,2,Customers,India,Lv3_Visitors,Actuals,4.37011
2020,2,Customers,India,Lv2_Visitors,Actuals,3.61914
2020,2,Customers,India,Lv4_Visitors,Actuals,1.8724
2020,2,Customers,Uddepy,Lv3_Visitors,Actuals,1.04158
2020,2,Customers,Uddepy,Lv1_Visitors,Actuals,1.02187
2020,2,Customers,Uddepy,Lv2_Visitors,Actuals,0.7267
2020,2,Customers,Uddepy,Lv4_Visitors,Actuals,0.47436
2020,2,Customers,India,Lv5_Visitors,Actuals,0.45722
2020,2,Customers,Ujjain,Lv1_Visitors,Actuals,0.25606
2020,2,Customers,Dehradun,Lv1_Visitors,Actuals,0.24712
2020,2,Customers,Ujjain,Lv3_Visitors,Actuals,0.24356
2020,2,Customers,Dehradun,Lv3_Visitors,Actuals,0.21917
2020,2,Customers,Ujjain,Lv2_Visitors,Actuals,0.19208
2020,2,Customers,Dehradun,Lv2_Visitors,Actuals,0.18163
2020,2,Customers,Faridabad,Lv3_Visitors,Actuals,0.1672
2020,2,Customers,Uddepy,Lv5_Visitors,Actuals,0.15119
2020,2,Customers,Faridabad,Lv1_Visitors,Actuals,0.13964
2020,2,Customers,Faridabad,Lv2_Visitors,Actuals,0.12141
2020,2,Customers,Ujjain,Lv4_Visitors,Actuals,0.09484
2020,2,Customers,Faridabad,Lv4_Visitors,Actuals,0.07564
2020,2,Customers,Dehradun,Lv4_Visitors,Actuals,0.07312
2020,2,Customers,Aurangabad,Lv1_Visitors,Actuals,0.07092
2020,2,Customers,Aurangabad,Lv3_Visitors,Actuals,0.0608
2020,2,Customers,Aurangabad,Lv2_Visitors,Actuals,0.04539
2020,2,Customers,Ujjain,Lv5_Visitors,Actuals,0.03238
2020,2,Customers,Dehradun,Lv5_Visitors,Actuals,0.03141
2020,2,Customers,Faridabad,Lv5_Visitors,Actuals,0.02231
2020,2,Customers,Aurangabad,Lv4_Visitors,Actuals,0.01649
2020,2,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00693
2021,2,Customers,India,Lv1_Visitors,Actuals,6.75767
2021,2,Customers,India,Lv3_Visitors,Actuals,5.52723
2021,2,Customers,India,Lv2_Visitors,Actuals,5.43885
2021,2,Customers,India,Lv4_Visitors,Actuals,2.57782
2021,2,Customers,Uddepy,Lv1_Visitors,Actuals,1.14704
2021,2,Customers,Uddepy,Lv3_Visitors,Actuals,0.88016
2021,2,Customers,Uddepy,Lv2_Visitors,Actuals,0.87365
2021,2,Customers,India,Lv5_Visitors,Actuals,0.72662
2021,2,Customers,Uddepy,Lv4_Visitors,Actuals,0.42753
2021,2,Customers,Dehradun,Lv1_Visitors,Actuals,0.38952
2021,2,Customers,Ujjain,Lv1_Visitors,Actuals,0.37887
2021,2,Customers,Faridabad,Lv1_Visitors,Actuals,0.3384
2021,2,Customers,Faridabad,Lv3_Visitors,Actuals,0.32303
2021,2,Customers,Ujjain,Lv3_Visitors,Actuals,0.29669
2021,2,Customers,Dehradun,Lv2_Visitors,Actuals,0.29288
2021,2,Customers,Ujjain,Lv2_Visitors,Actuals,0.28961
2021,2,Customers,Faridabad,Lv2_Visitors,Actuals,0.28877
2021,2,Customers,Dehradun,Lv3_Visitors,Actuals,0.27297
2021,2,Customers,Faridabad,Lv4_Visitors,Actuals,0.17527
2021,2,Customers,Ujjain,Lv4_Visitors,Actuals,0.15025
2021,2,Customers,Uddepy,Lv5_Visitors,Actuals,0.14931
2021,2,Customers,Dehradun,Lv4_Visitors,Actuals,0.1246
2021,2,Customers,Aurangabad,Lv1_Visitors,Actuals,0.09208
2021,2,Customers,Aurangabad,Lv3_Visitors,Actuals,0.08555
2021,2,Customers,Faridabad,Lv5_Visitors,Actuals,0.07022
2021,2,Customers,Aurangabad,Lv2_Visitors,Actuals,0.06835
2021,2,Customers,Ujjain,Lv5_Visitors,Actuals,0.0661
2021,2,Customers,Dehradun,Lv5_Visitors,Actuals,0.05958
2021,2,Customers,Aurangabad,Lv4_Visitors,Actuals,0.03762
2021,2,Customers,Aurangabad,Lv5_Visitors,Actuals,0.01662
2022,2,Customers,India,Lv1_Visitors,Actuals,4.12205
2022,2,Customers,India,Lv2_Visitors,Actuals,2.82539
2022,2,Customers,India,Lv3_Visitors,Actuals,2.28545
2022,2,Customers,Uddepy,Lv1_Visitors,Actuals,1.00042
2022,2,Customers,India,Lv4_Visitors,Actuals,0.92619
2022,2,Customers,Uddepy,Lv2_Visitors,Actuals,0.57585
2022,2,Customers,Uddepy,Lv3_Visitors,Actuals,0.48763
2022,2,Customers,Dehradun,Lv1_Visitors,Actuals,0.30183
2022,2,Customers,Ujjain,Lv1_Visitors,Actuals,0.27211
2022,2,Customers,Uddepy,Lv4_Visitors,Actuals,0.23835
2022,2,Customers,India,Lv5_Visitors,Actuals,0.20643
2022,2,Customers,Dehradun,Lv2_Visitors,Actuals,0.19075
2022,2,Customers,Faridabad,Lv1_Visitors,Actuals,0.18214
2022,2,Customers,Ujjain,Lv2_Visitors,Actuals,0.163
2022,2,Customers,Faridabad,Lv2_Visitors,Actuals,0.12278
2022,2,Customers,Dehradun,Lv3_Visitors,Actuals,0.10811
2022,2,Customers,Ujjain,Lv3_Visitors,Actuals,0.10058
2022,2,Customers,Faridabad,Lv3_Visitors,Actuals,0.0939
2022,2,Customers,Uddepy,Lv5_Visitors,Actuals,0.07707
2022,2,Customers,Aurangabad,Lv1_Visitors,Actuals,0.07361
2022,2,Customers,Aurangabad,Lv2_Visitors,Actuals,0.0466
2022,2,Customers,Faridabad,Lv4_Visitors,Actuals,0.0452
2022,2,Customers,Ujjain,Lv4_Visitors,Actuals,0.0386
2022,2,Customers,Dehradun,Lv4_Visitors,Actuals,0.03701
2022,2,Customers,Aurangabad,Lv3_Visitors,Actuals,0.03682
2022,2,Customers,Dehradun,Lv5_Visitors,Actuals,0.01513
2022,2,Customers,Aurangabad,Lv4_Visitors,Actuals,0.01482
2022,2,Customers,Ujjain,Lv5_Visitors,Actuals,0.01333
2022,2,Customers,Faridabad,Lv5_Visitors,Actuals,0.00986
2022,2,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00578
2020,1,Customers,India,Lv1_Visitors,Actuals,4.24743
2020,1,Customers,India,Lv3_Visitors,Actuals,3.71396
2020,1,Customers,India,Lv2_Visitors,Actuals,3.26618
2020,1,Customers,India,Lv4_Visitors,Actuals,1.58246
2020,1,Customers,Uddepy,Lv3_Visitors,Actuals,1.08349
2020,1,Customers,Uddepy,Lv1_Visitors,Actuals,1.03882
2020,1,Customers,Uddepy,Lv2_Visitors,Actuals,0.75152
2020,1,Customers,Uddepy,Lv4_Visitors,Actuals,0.48209
2020,1,Customers,India,Lv5_Visitors,Actuals,0.42569
2020,1,Customers,Dehradun,Lv1_Visitors,Actuals,0.28903
2020,1,Customers,Ujjain,Lv3_Visitors,Actuals,0.25661
2020,1,Customers,Ujjain,Lv1_Visitors,Actuals,0.25434
2020,1,Customers,Dehradun,Lv3_Visitors,Actuals,0.2538
2020,1,Customers,Dehradun,Lv2_Visitors,Actuals,0.21332
2020,1,Customers,Ujjain,Lv2_Visitors,Actuals,0.19891
2020,1,Customers,Faridabad,Lv3_Visitors,Actuals,0.1772
2020,1,Customers,Uddepy,Lv5_Visitors,Actuals,0.15447
2020,1,Customers,Faridabad,Lv1_Visitors,Actuals,0.1475
2020,1,Customers,Faridabad,Lv2_Visitors,Actuals,0.12968
2020,1,Customers,Ujjain,Lv4_Visitors,Actuals,0.09881
2020,1,Customers,Dehradun,Lv4_Visitors,Actuals,0.08578
2020,1,Customers,Faridabad,Lv4_Visitors,Actuals,0.08025
2020,1,Customers,Aurangabad,Lv1_Visitors,Actuals,0.0754
2020,1,Customers,Aurangabad,Lv3_Visitors,Actuals,0.0685
2020,1,Customers,Aurangabad,Lv2_Visitors,Actuals,0.04992
2020,1,Customers,Dehradun,Lv5_Visitors,Actuals,0.03875
2020,1,Customers,Ujjain,Lv5_Visitors,Actuals,0.03393
2020,1,Customers,Faridabad,Lv5_Visitors,Actuals,0.02344
2020,1,Customers,Aurangabad,Lv4_Visitors,Actuals,0.02157
2020,1,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00934
2021,1,Customers,India,Lv1_Visitors,Actuals,6.64367
2021,1,Customers,India,Lv3_Visitors,Actuals,5.58042
2021,1,Customers,India,Lv2_Visitors,Actuals,5.21898
2021,1,Customers,India,Lv4_Visitors,Actuals,2.52235
2021,1,Customers,Uddepy,Lv1_Visitors,Actuals,1.09094
2021,1,Customers,Uddepy,Lv3_Visitors,Actuals,0.86408
2021,1,Customers,Uddepy,Lv2_Visitors,Actuals,0.7857
2021,1,Customers,India,Lv5_Visitors,Actuals,0.65623
2021,1,Customers,Uddepy,Lv4_Visitors,Actuals,0.40588
2021,1,Customers,Dehradun,Lv1_Visitors,Actuals,0.3869
2021,1,Customers,Ujjain,Lv1_Visitors,Actuals,0.36443
2021,1,Customers,Faridabad,Lv1_Visitors,Actuals,0.3293
2021,1,Customers,Faridabad,Lv3_Visitors,Actuals,0.31549
2021,1,Customers,Dehradun,Lv2_Visitors,Actuals,0.28271
2021,1,Customers,Ujjain,Lv3_Visitors,Actuals,0.28194
2021,1,Customers,Faridabad,Lv2_Visitors,Actuals,0.27582
2021,1,Customers,Ujjain,Lv2_Visitors,Actuals,0.27358
2021,1,Customers,Dehradun,Lv3_Visitors,Actuals,0.27061
2021,1,Customers,Faridabad,Lv4_Visitors,Actuals,0.15356
2021,1,Customers,Ujjain,Lv4_Visitors,Actuals,0.13521
2021,1,Customers,Uddepy,Lv5_Visitors,Actuals,0.13229
2021,1,Customers,Dehradun,Lv4_Visitors,Actuals,0.10966
2021,1,Customers,Aurangabad,Lv1_Visitors,Actuals,0.08396
2021,1,Customers,Aurangabad,Lv3_Visitors,Actuals,0.07962
2021,1,Customers,Aurangabad,Lv2_Visitors,Actuals,0.06062
2021,1,Customers,Faridabad,Lv5_Visitors,Actuals,0.0602
2021,1,Customers,Dehradun,Lv5_Visitors,Actuals,0.0536
2021,1,Customers,Ujjain,Lv5_Visitors,Actuals,0.0515
2021,1,Customers,Aurangabad,Lv4_Visitors,Actuals,0.03239
2021,1,Customers,Aurangabad,Lv5_Visitors,Actuals,0.0134
2022,1,Customers,India,Lv1_Visitors,Actuals,4.47793
2022,1,Customers,India,Lv2_Visitors,Actuals,2.99158
2022,1,Customers,India,Lv3_Visitors,Actuals,2.35941
2022,1,Customers,Uddepy,Lv1_Visitors,Actuals,1.05203
2022,1,Customers,India,Lv4_Visitors,Actuals,0.8189
2022,1,Customers,Uddepy,Lv2_Visitors,Actuals,0.57375
2022,1,Customers,Uddepy,Lv3_Visitors,Actuals,0.47604
2022,1,Customers,Dehradun,Lv1_Visitors,Actuals,0.30004
2022,1,Customers,Ujjain,Lv1_Visitors,Actuals,0.27941
2022,1,Customers,Uddepy,Lv4_Visitors,Actuals,0.22849
2022,1,Customers,India,Lv5_Visitors,Actuals,0.19861
2022,1,Customers,Dehradun,Lv2_Visitors,Actuals,0.19673
2022,1,Customers,Faridabad,Lv1_Visitors,Actuals,0.19489
2022,1,Customers,Ujjain,Lv2_Visitors,Actuals,0.16853
2022,1,Customers,Faridabad,Lv2_Visitors,Actuals,0.13167
2022,1,Customers,Dehradun,Lv3_Visitors,Actuals,0.11438
2022,1,Customers,Faridabad,Lv3_Visitors,Actuals,0.09529
2022,1,Customers,Ujjain,Lv3_Visitors,Actuals,0.09447
2022,1,Customers,Aurangabad,Lv1_Visitors,Actuals,0.07289
2022,1,Customers,Uddepy,Lv5_Visitors,Actuals,0.07281
2022,1,Customers,Aurangabad,Lv2_Visitors,Actuals,0.04661
2022,1,Customers,Faridabad,Lv4_Visitors,Actuals,0.04168
2022,1,Customers,Ujjain,Lv4_Visitors,Actuals,0.03831
2022,1,Customers,Dehradun,Lv4_Visitors,Actuals,0.03786
2022,1,Customers,Aurangabad,Lv3_Visitors,Actuals,0.03702
2022,1,Customers,Dehradun,Lv5_Visitors,Actuals,0.01693
2022,1,Customers,Aurangabad,Lv4_Visitors,Actuals,0.01428
2022,1,Customers,Ujjain,Lv5_Visitors,Actuals,0.01311
2022,1,Customers,Faridabad,Lv5_Visitors,Actuals,0.01071
2022,1,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00527
